End of Inspection,Plant,Region,Supplier,,Inspection Lot No.,Quantity (USG),"010A COLOR, SAYBOLT","010B COLOR,",100C TOTAL ACID NUMBER MG KOH/G,110A AROMATICS % VOL,130 MERCAPTAN SULFUR,140 DOCTOR TEST,150A SULFUR - OXYGEN BOMB %(M),150B TOTAL SULFUR %(M),150D SULFUR - X-RAY %(M),150E TOTAL SULFUR %(M),150F SULFUR - X-RAY FLUORESCENCE %(M),"150G SULFUR, TOTAL  %(M)","150IPA SULFUR, TOTAL",160A HYDROGEN CONTENT %(M),160B HYDROGEN CONTENT %(M),160E HYDROGEN CONTENT,020 APPEARANCE,200A TEST METHOD D86,200B TEST METHOD D2887,201 DIST TEMP:  INITIAL BOILING POINT,202 DIST TEMP:  10% EVAPORATED,203 DIST TEMP:  20% EVAPORATED,204 DIST TEMP:  50% EVAPORATED,206 DIST TEMP: 90% EVAPORATED,021 APPEARANCE,211 DIST TEMP: FINAL BOILING POINT,213 DIST TEMP: RESIDUE,214 DIST TEMP: LOSS,220A FLASH POINT,220B FLASH POINT,220C FLASH POINT,220IPA FLASH POINT,230A DENSITY @ 15蚓 KG/L,230B SPECIFIC GRAVITY @ 60/60蚌  KG/L,231B API GRAVITY - DIGITAL (API),300A FREEZING POINT,300C FREEZING POINT,300E FREEZING POINT,300F FREEZING POINT,310 VISCOSITY @ -54蚓 (MM2/S),231A API GRAVITY,400C NET HEAT OF COMBUSTION MJ/KG,400D NET HEAT OF COMBUSTION MJ/KG,400E NET HEAT OF COMBUSTION MJ/KG,420 SMOKE POINT MM,500 COPPER STRIP CORROSION (2 H @ 100蚓),600A THERMAL STABILITY @ 275C,600B THERMAL STABILITY @ 260C,601 CHANGE IN PRESSURE,"602 TUBE DEPOSIT RATING, VISUAL",602A ELLIPSOMETRIC TUBE RATING,710 EXISTENT GUM,710IPA EXISTENT GUM,720A PARTICULATE MATTER,720B PARTICULATE MATTER,723 PARTICULATE COUNTING  >= 4 然,723A PARTICULATE COUNTING  ISO >= 4 然,724 PARTICULATE COUNTING= 6 然,724A PARTICULATE COUNTING ISO = 6 然,726 PARTICULATE COUNTING  >= 14 然,726A PARTICULATE COUNTING  ISO>= 14 然,727 PARTICULATE COUNTING  >= 21 然,727A PARTICULATE COUNTING  ISO>= 21 然,728 PARTICULATE COUNTING  >= 25 然,728A PARTICULATE COUNTING  ISO>= 25 然,729 PARTICULATE COUNTING  >= 30 然,729A PARTICULATE COUNTING  ISO>= 30 然,730 FILTRATION TIME,750 WSIM,750A MICROSEPAROMETER RATING,750B MICROSEPAROMETER RATING,800 ANTI-OXIDANT,802 ANTIOXIDANT CONCENTRATION,801 ANTIOXIDANT ADDITIVE INJECTION POINT,821 SDA INJECTION POINT,830A FSII,831FSII INJECTION POINT,840 CORROSION INHIBITOR,841 CI INJECTION POINT,842 CORROSION INHIBITOR CONCENTRATION,910A CALCULATED CETANE INDEX,910B CALCULATED CETANE INDEX,BATCH NUMBER,CRUDE PROCESS TECH,PRODUCT,REPORT DATE,SAMPLE NUMBER,SHIPMENT NUMBER,TANK NUMBER,120 NAPHTHALENE,725IPA PARTICULATE COUNTING,725IPB PARTICULATE COUNTING,725IPC PARTICULATE COUNTING,740 WATER REACTION INTERFACE RATING,812 METAL DEACTIVATOR CONCENTRATION,811 METAL DEACTIVATOR INJECTION POINT,820 STATIC DISSIPATER,900 ELECTRICAL CONDUCTIVITY,990A FAME CONTENT,990B FAME CONTENT
11/21/2014,EG1N,GRAND FORKS,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10000417587,"22,460",,,0.005,13.9,0.0006,,,,,,,0.01,,,,,PASS,143,,143,171,180,206,251,,283,1,0.7,39,,,,,0.804,,,,,-50,3.995,,43.2,,,23,1B,,,1.6,1,,1,,,,,,,,,,,,,,,,,,100,,,,,I,,I,,I,,,,041-1,,JP8,10/22/2014,,DLA1120,4,1.6,,,,,,,,,,
11/21/2014,EONP,OA Alaska,Not assigned,#,50000017318,"19,275",,,0.02,20.6,0.001,,,,,,0.1,,,,,,,,,137,160,170,198,250,,270,1,0.8,41,,,,,0.814,42.3,,,-48,,4.2,,43,,,21,1A,,,0,0,,,1,,,,,,,,,,,,,,,,,100,,,,,,0.07,,,,,,,,ATMOSPHERIC DISTILATION,JP8,11/15/2014,111514D-138,DLA1117,D,2.3,,,,,,,,154,,
11/28/2014,EOLM,"OA Liam, OH (OALM)",HUSKY MARKETING AND SUPPLY COMPANY,Inland East Gulf JP8 JP4 JAA,10000440263,"840,208",30,,0.004,11.3,0,,,,0,,,,,13.9,,,PASS,,,164,186,193,212,249,,275,1.2,0.6,,54,,,,,42.4,,-54,,,6,,43.3,,,24.8,1B,600A  275C,,0,1,,0.6,,,0.4,,,,,,,,,,,,,5,,100,,,20.1,,,0.14,,,,16.8,43.8,,DDU-081-241M,100% HYDROTREATED,JP8,6/20/2014,1535213,,263,0.2,,,,1,,,,304,,
11/28/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000440663,"360,005",,,0.02,20.4,0.001,,,,,,0.1,,,,,,,,,138,161,170,198,248,,269,1,0.4,39,,,,,0.814,42.4,,,-48,,4.7,,43,,,21,1A,,,,1,,,1,,,,,,,,,,,,,,,,,98,,,,,,0.09,,,,,,,,ATMOSPHERIC DISTILATION,JP8,11/24/2014,112414F-1379,DLA1126Z,F,2.5,,,,,,,,395,,
12/3/2014,EE1C,Edwards AFB,"EPIC AVIATION, LLC DBA EPIC CARD",Rocky Mountain West JP4/JP8/JAB/JAA,10000467651,"14,488",,-29,-0.006,-16.2,-0.001,NEGATIVE,,,,,,-0.18,,-13.9,,,PASS,,,-149,-164,-172,-197,-243,,-275,-0.5,-0.7,,-39,,,-0.801,,,47,,,,-4.4,-45.1,-43.3,,,-26,1A,,,0,,,-0.2,,,-0.21,,,,,,,,,,,,,-8,,,,,,,,-0.11,,,,,-42.5,,WRC=0044,,JP8,10/29/2014,WRC=0044,EDW1104,,,,,,1,,,,-243,,
12/4/2014,EOAT,OA Greece,MOTOR OIL (HELLAS) CORINTH,1.1G,10000452311,"7,899,842",-12,,-0.008,-15.5,-0.0019,POSITIVE,,,,,,-0.28,,,,-14,PASS,,,-150,-162,-170,-194,-244,,-266,-1.2,-0.6,,-42,,,,-0.792,,49,,,,-3.692,,-43.3,,,-25,1A,,600B  260C,0,<2A,,-4,,,-0.84,,,,,,,,,,,,,-7,,-99,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/27/2014,,DLA1128Z,780,,,,,1B,,,,-20,,
12/4/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000472602,"360,003",,,0.024,19.8,0.001,,,,,,0.1,,,,,,,,,138,161,169,197,248,,268,1,0.7,42,,,,,0.814,42.4,,,-49,,4.7,,43,,,21,1A,,,0,1,,,1,,,,,,,,,,,,,,,,,100,,,,,,0.09,,,,,,,,ATMOSPHERIC DISTILATION,JP8,11/30/2014,113014E-1399,DLA1203Z,E,2.4,,,,,,,,382,,
12/11/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000452349,"360,009",,,0.037,20.8,0.001,,,,,,0.1,,,,,,,,,137,162,170,197,249,,269,1,1.4,40,,,,,0.813,42.6,,,-49,,4.5,,43,,,21,1A,,,0,2,,,1,,,,,,,,,,,,,,,,,100,,,,,,0.09,,,,,,,,ATMOSPHERIC DISTILATION,JP8,12/8/2014,120814E-1429,DLA1210Z,E,2.4,,,,,,,,327,,
12/17/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000511906,"38,992",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,169,179,183,194,224,,245,1.1,0.7,52,,,,,0.7902,47.6,,-56.1,,,3.676,,43.392,,,26,1B,,,0,1,,0.8,,0.19,,,,,,,,,,,,,,4,97,,,,17.7,,,,,,,9.4,47.4,,,,JP8,,,,,0.07,,,,,,,,,,
12/17/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000511907,"31,935",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,169,179,183,194,224,,245,1.1,0.7,52,,,,,0.7902,47.6,,-56.1,,,3.676,,43.392,,,26,1B,,,0,1,,0.8,,,0.19,,,,,,,,,,,,,,97,,,,17.7,,,,,,,9.4,47.4,,,,JP8,,,,,0.07,,,,,,,,,,
12/17/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000511908,"38,645",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,169,179,183,194,224,,245,1.1,0.7,52,,,,,0.7902,,,-56.1,,,3.676,47.6,43.392,,,26,1A,,,0,1,,0.8,,,0.19,,,,,,,,,,,,,4,97,,,,17.7,,,,,,,9.4,47.4,,,,JP8,,,,,0.07,,,,1B,,,,,,
12/17/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000511909,"39,046",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,169,179,183,194,224,,245,1.1,0.7,,,52,,,0.7902,47.6,,-56.1,,,3.676,,43.392,,,26,1A,,,0,1,,0.8,,,0.19,,,,,,,,,,,,,4,97,,,,17.7,,,,,,,9.4,47.4,,,,JP8,,,,,0.05,,,,1B,,,,,,
12/17/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000511910,"39,130",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,169,179,183,194,224,,245,1.1,0.7,52,,,,,0.7902,,,-56.1,,,3.676,47.6,43.392,,,26,1B,,,0,1,,0.8,,,0.19,,,,,,,,,,,,,4,98,,,,,,,,,,,9.4,47.4,,,#,JP8,,,,,0.07,,,,1B,,,,,,
12/17/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000511911,"76,550",30,0,0.006,16.4,0,#,0,0,0,0,0.001,0,,14.02,0,0,PASS,#,#,169,179,183,194,224,#,245,1.1,0.7,52,0,0,0,0,0.7902,0,0,-56.1,0,0,3.676,47.6,43.392,0,0,26,1B,#,#,0,1,,0.8,,0,0.19,0,0,0,0,0,0,0,0,0,0,0,,4,97,0,0,,17.7,Not assigned,Not assigned,0,Not assigned,Not assigned,Not assigned,9.4,47.4,0,#,#,JP8,#,#,#,#,0.07,0,#,0,1B,0,Not assigned,,0,#,#
12/18/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000509581,"360,003",,,0.016,20.9,0.001,,,,,,0.1,,,,,,,,,136,161,170,198,249,,270,1,0.4,41,,,,,0.814,42.4,,,-48,,4.8,,43,,,21,1A,,,,2,,,1,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,ATMOSPHERIC DISTILATION,JP8,12/15/2014,121514E-1457,DLA1217Z,E,2.5,,,,,,,,359,,
12/19/2014,EOTS,"OA Tuscaloosa, AL",HUNT REFINING COMPANY,Inland East Gulf JP8 JP4 JAA,10000512068,"39,022",30,,0.006,16.4,0,,,,,,0.001,,,14.02,,,PASS,,,169,179,183,194,224,,245,1.1,0.7,52,,,,,0.7902,,,-56.1,,,3.676,47.6,43.392,,,26,1B,,,0,1,,0.8,,0.19,,,,,,,,,,,,,,4,97,,,,17.7,,,,,,,9.4,47.6,,,,JP8,,,,,0.07,,,,,,,,,,
12/24/2014,EE1C,Edwards AFB,"EPIC AVIATION, LLC DBA EPIC CARD",Rocky Mountain West JP4/JP8/JAB/JAA,10000513882,"13,885",,-29,-0.006,-16.2,-0.001,NEGATIVE,,,,,,-0.18,,-13.9,,,PASS,,,-149,-164,-172,-197,-243,,-275,-0.5,-0.7,,-39,,,-0.801,,,47,,,,-4.4,-45.1,-43.3,,,-26,1A,,,0,,,-0.2,,,-0.21,,,,,,,,,,,,,-8,,,,,,,,-0.11,,,,,-42.5,,WRC=0044,,JP8,10/29/2014,WRC=0044,EDW1106,,,,,,1,,,,-243,,
12/24/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000510720,"360,009",,,0.02,18.8,0.001,,,,,,0.1,,,,,,,,,136,161,170,197,247,,269,1,0,40,,,,,0.814,42.4,,,-48,,4.6,,43,,,21,1A,,,,1,,,1,,,,,,,,,,,,,,,,,99,,,,,,0.09,,,,,,,,ATMOPSHERIC DISTILATION,JP8,12/22/2014,122214F-1485,DLA1223Z,F,2.5,,,,,,,,287,,
12/31/2014,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000510725,"360,003",,,0.021,19.9,0.001,,,,,,0.1,,,,,,,,,135,161,169,197,248,,268,1,0.5,39,,,,,0.813,42.6,,,-48,,4.7,,43,,,21,1A,,,,2,,,1,,,,,,,,,,,,,,,,,99,,,,,,0.1,,,,,,,,ATMOSPHERIC DISTILATION,JP8,12/29/2014,122914E-1507,DLA1230Z,E,2.4,,,,,,,,442,,
1/8/2015,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000560865,"360,009",,,0.028,18.8,0.001,,,,,,0.1,,,,,,,,,142,164,172,200,250,,273,1,0.1,39,,,,,0.814,42.4,,,-49,,4.9,,43.1,,,21,1A,,,1,2,,,1,,,,,,,,,,,,,,,,,100,,,,,,0.09,,,,,,,,ATMOSPHERIC DISTILATION,JP8,1/5/2015,010515F-0008,DLA0107Z,F,2.5,,,,,,,,340,,
1/9/2015,EE1C,Edwards AFB,"EPIC AVIATION, LLC DBA EPIC CARD",Rocky Mountain West JP4/JP8/JAB/JAA,10000576851,"14,050",29,,0.005,15.6,0.001,NEGATIVE,,,,,,0.12,,13.9,,,PASS,149,,,161,170,190,235,,268,0.5,0.9,,39,,,0.799,,,,,,-49,3.9,45.7,43.3,,,26,1A,,,0.1,,,0.6,,,0.6,,,,,,,,,,,,,8,,,,,,,,0.1,,,,,41,,WRC=0047,,JP8,10/6/2014,WRC=0047,EDW1209,253,,,0.062,,,,,,187,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019293,"7,899,842",9,,0.008,15.1,0.002,POSITIVE,,,0.3,,,,,,14,,PASS,,,150,163,171,194,244,,265,1.2,0.6,,42,,,,0.791,,-49,,,,3.819,,43.3,,,25,1A,,600B  260C,1,1,,2,,,0.65,,,,,,,,,,,,,5,,94,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/21/2014,,,780,,,,,1B,,,,30,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019294,"7,899,842",11,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/28/2014,,,BERTH B LINE SAMPLE,,,,,,,,,,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019295,"7,899,842",11,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,41,,,,0.7913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/28/2014,,,LINE SAMPLE METRIC STATIO,,,,,,,,,,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019296,"7,899,842",11,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.7926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/28/2014,,,LINE SAMPLE PUMP STATION,,,,,,,,,,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019297,"7,899,842",,12,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/28/2014,,,SHIPS FIRST IN SAMPLE,,,,,,,,,15,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019298,"7,899,842",,10,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/28/2014,,,CUSTODY 5',,,,,,,,,,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019299,"7,899,842",,11,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.7914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/28/2014,,,CUSTODY 15',,,,,,,,,,,
1/9/2015,EOAT,OA Greece,Not assigned,#,50000019300,"7,899,842",,9,,,,,,,,,,,,,,,PASS,,,151,162,170,193,245,,266,1.2,0.8,,43,,,,0.7922,,-49,,,,,,,,,,1A,,,,,,3,,,0.64,,,,,,,,,,,,,7,,90,,,,,,0.09,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/29/2014,,,SHIPS COMPOSITE SAMPLE,,,,,1B,,,,580,,
1/9/2015,EOLM,"OA Liam, OH (OALM)",Not assigned,#,50000019301,"840,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDU-081-241M,100% HYDROTREATED,JP8,6/23/2014,1535661,,263,,,,,,,,,,,
1/13/2015,EOAT,OA Greece,Not assigned,#,50000019362,"11,768,625",8,,0.0085,15.1,0.0018,POSITIVE,,,0.22,,,,,,14.1,,PASS,,,148,163,170,188,235,,255,1.2,0.8,,42,,,,0.7876,,-53,,,,3.722,,43.3,,,25,1A,,600B  260C,1,,,2,,,0.65,,,,,,,,,,,,,6,,96,,,,,,,,,,,,,,,JP8,10/25/2014,,,780,,,,,1B,,,,,1,
1/13/2015,EOAT,OA Greece,Not assigned,#,50000019363,"11,768,625",7,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.7874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,10/25/2014,,,BERTH B LINE SAMPLE,,,,,,,,,,,
1/13/2015,EOAT,OA Greece,Not assigned,#,50000019364,"11,768,625",13,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,10/25/2014,,,LINE SAMPLE METRIC STATIO,,,,,,,,,,,
1/13/2015,EOAT,OA Greece,Not assigned,#,50000019365,"11,768,625",10,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.7878,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,JP8,10/26/2014,,,SHIPS FIRST IN SAMPLE,,,,,,,,,,,
1/13/2015,EOAT,OA Greece,Not assigned,#,50000019366,"11,768,625",10,,,,,,,,,,,,,,,,PASS,,,148,164,169,188,229,,254,1.2,0.8,,43,,,,0.7887,,-52,,,,,,,,,,1A,,,,,,2,,,0.43,,,,,,,,,,,,,7,,81,,,,,,0.08,,,,,,,,,JP8,10/27/2014,,,SHIPS COMPOSITE SAMPLE,,,,,1B,,,,370,,
1/13/2015,EOAT,OA Greece,MOTOR OIL (HELLAS) CORINTH,#,50000019362,"11,768,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,,,,,,,,,,,,,,,
1/14/2015,EORK,OA  S Korea,Not assigned,#,50000019400,"10,082,389",26,,,,,,,,,,,,,,,,PASS,,,,170,177,199,240,,264,0.9,1.2,,43,,,,0.794,46.6,-50,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,7,,,,,,,,0.08,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/5/2014,QAR WITNESS TEST,,TK-85331,,,,,1B,,,,,,
1/14/2015,EORK,OA  S Korea,Not assigned,#,50000019401,"10,082,389",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.794,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/6/2014,LINE FLUSH,,VESSEL,,,,,,,,,,,
1/14/2015,EORK,OA  S Korea,Not assigned,#,50000019402,"10,082,389",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.794,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/6/2014,LOAD ARM,,VESSEL,,,,,,,,,,,
1/14/2015,EORK,OA  S Korea,Not assigned,#,50000019403,"10,082,389",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,7,,,,,,,,0.08,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/6/2014,FIRST-IN,,VESSEL,,,,,,,,,,,
1/14/2015,EORK,OA  S Korea,Not assigned,#,50000019404,"10,082,389",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.794,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTLIIATION,JP8,11/7/2014,MIDDLE,,VESSEL,,,,,,,,,,,
1/14/2015,EORK,OA  S Korea,Not assigned,#,50000019405,"10,082,389",26,,,,,,,,,,,,,,,,PASS,,,150,170,177,199,238,,263,0.2,1.1,,42,,,,0.794,46.6,,,,-50,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,8,,97,,,,,,0.08,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,11/7/2014,VESSEL FINAL COMP',,VESSEL,,,,,1B,,,,,,
1/15/2015,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000572045,"360,003",,,0.024,18.8,0.001,,,,,,0.1,,,,,,,,,139,163,171,197,248,,269,1,0.2,40,,,,,0.814,42.4,,,-48,,4.6,,43.1,,,21,1A,,,1,1,,,1,,,,,,,,,,,,,,,,,100,,,,,,0.09,,,,,,,,ATMOSPHERIC DISTILATION,JP8,1/13/2015,011315F-0039,DLA0114Z,F,2.5,,,,,,,,551,,
1/20/2015,EORK,OA  S Korea,S-OIL CORPORATION DBA,WestPac JP8/JA1,10000622458,"10,080,931",26,,0.004,21.5,,NEGATIVE,,,,,0.17,,,13.8,,,PASS,,,147,169,176,197,238,,264,0.5,0.2,,43,,,0.7924,,,,,-49,,3.681,47,43.3,,,25.1,1A,,,0,1,,1,,,0.54,539.1,,112.9,,3,,0.5,,0.3,,0.1,,7,,95,,,,,,0.07,,,,,46.3,,,ATMOSPHERIC DISTILLATION,JP8,1/10/2015,FULL SPEC ANALYSIS,,TK-85332,0.6,,,,1B,,,,,,
1/21/2015,EDKK,DFSP GUNSAN2,"HYUNDAI OILBANK CO., LTD. DBA",WestPac JP8/JA1,10000627520,"792,420",,29,0.005,19.3,0.001,,,,,,0.14,,,13.9,,,PASS,,,150,168,174,193,236,,255,1.2,0.8,,44,,,,0.7922,47,,-50,,,3.473,,43.3,,,22,1A,600A  275C,,0,<1,,1,,,0.29,851.4,,150.8,,10.7,,2.9,,1.2,,0.4,,5,,93,,800V,19,,,0.08,,840C,,9,44.7,,,,JP8,1/17/2015,,DLA0120Z,MFA5263,1.1,,,,1B,,,,,,
1/22/2015,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10000622571,"360,011",,,0.02,19.8,0.001,,,,,,0.1,,,,,,,,,137,161,170,196,248,,269,1,0.6,39,,,,,0.813,42.6,,,-49,,4.7,,43,,,21,1A,,,1,1,,,1,,,,,,,,,,,,,,,,,98,,,,,,0.09,,,,,,,,ATMOSPHERIC DISTILATION,JP8,1/19/2015,1.19E-55,DLA0121Z,E,2.5,,,,,,,,360,,
1/23/2015,EORK,OA  S Korea,Not assigned,#,50000019861,"10,080,931",27,,,,,,,,,,,,,,,,PASS,,,151,169,176,197,241,,262,1,0.9,,44,,,0.7924,,,,,-48,,,47,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,6,,94,,,,,,0.07,,,,,,,JP,AMOSPHERIC DISTILLATION,JP8,1/11/2015,WITNESS TEST,,TK-85332,,,,,1B,,,,,,
1/23/2015,EORK,OA  S Korea,Not assigned,#,50000019862,"10,080,931",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,41,,,0.7924,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,1/12/2015,LINE FLUSHING,,VESSEL,,,,,,,,,,,
1/23/2015,EORK,OA  S Korea,Not assigned,#,50000019863,"10,080,931",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,0.7924,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,1/12/2015,LOAD ARM,,VESSEL,,,,,,,,,,,
1/23/2015,EORK,OA  S Korea,Not assigned,#,50000019864,"10,080,931",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,41,,,0.7924,,,,,,,,47,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,1/12/2015,FIRST IN,,VESSEL,,,,,,,,,,,
1/23/2015,EORK,OA  S Korea,Not assigned,#,50000019865,"10,080,931",27,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,0.7924,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,1/13/2015,MIDDLE,,VESSEL,,,,,,,,,,,
1/23/2015,EORK,OA  S Korea,Not assigned,#,50000019866,"10,080,931",27,,,,,,,,,,,,,,,,PASS,,,148,169,176,197,238,,263,0.5,0.2,,41,,,0.7924,,,,,-48,,,47,,,,,1A,,,,,,1,,,0.78,,,,,,,,,,,,,,,90,,,,,,0.07,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,1/13/2015,VESSEL FINAL,,VESSEL,,,,,1B,,,,,,
1/26/2015,EDKK,DFSP GUNSAN2,Not assigned,#,50000020050,"792,420",,28,0.002,18.7,0.001,,,,,,0.14,,,13.9,,,PASS,,,150,167,173,193,237,,257,1.2,1.4,,45,,,,0.7923,47,,-51,,,3.489,,43.3,,,22,1A,,,0,<1,,1,,,0.09,182.3,,5.6,,4.1,,0.8,,0.3,,0.2,,5,,95,,800V,19,,,0.08,,840C,,0.9,44.7,,,,JP8,1/19/2015,,DLA0120Z,,0.8,,,,1B,,,,,,
1/27/2015,DEHQ,DEHQ,Not assigned,#,50000020199,"10,091,022",25,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7928,46.9,,,-49,,,,,,,,1B,,,,,,,,,0.44,,,,,,,,,,,,,,,93,,,,,,0.07,,,,,,,,ATMOSPHERIC DISTILLATION,JP8,12/24/2014,QAR WITNESS TEST,,TK-85332,,,,,1B,,,,,,
